record_id,date,week,month,annotator_id,annotator_name,annotator_level,project_id,project_name,task_type,annotations_count,avg_review_time_sec,accuracy_rate,flagged_count,throughput_per_hour
824,2025-05-05,19,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,162,55.4,0.9846,2,10527.1
825,2025-05-05,19,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,142,56.6,0.8722,18,9031.8
826,2025-05-05,19,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,195,45.0,0.9481,10,15600.0
827,2025-05-05,19,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,76,100.6,0.7536,18,2719.7
828,2025-05-05,19,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,198,77.2,0.784,42,9233.2
829,2025-05-05,19,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,150,45.9,0.8845,17,11764.7
830,2025-05-05,19,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,128,92.6,0.6748,41,4976.2
831,2025-05-06,19,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,209,46.0,0.8852,23,16356.5
832,2025-05-06,19,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,253,43.1,0.9244,19,21132.3
833,2025-05-06,19,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,160,44.6,0.9216,12,12914.8
834,2025-05-06,19,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,181,43.6,0.9387,11,14945.0
835,2025-05-06,19,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,158,62.7,0.8166,28,9071.8
836,2025-05-06,19,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,141,70.4,0.9398,8,7210.2
837,2025-05-06,19,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,75,76.4,0.8189,13,3534.0
838,2025-05-06,19,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,151,70.5,0.8047,29,7710.6
839,2025-05-06,19,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,124,57.2,0.8352,20,7804.2
840,2025-05-07,19,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,143,48.3,0.8945,15,10658.4
841,2025-05-07,19,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,215,49.1,0.941,12,15763.7
842,2025-05-07,19,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,200,54.0,0.9345,13,13333.3
843,2025-05-07,19,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,222,31.5,0.98,4,25371.4
844,2025-05-07,19,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,130,50.6,0.8529,19,9249.0
845,2025-05-07,19,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,189,31.7,0.8833,22,21463.7
846,2025-05-07,19,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,159,75.4,0.8967,16,7591.5
847,2025-05-07,19,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,80,93.0,0.7474,20,3096.8
848,2025-05-07,19,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,79,61.3,0.8015,15,4639.5
849,2025-05-07,19,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,227,58.4,0.7273,61,13993.2
850,2025-05-07,19,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,150,47.2,0.9835,2,11440.7
851,2025-05-07,19,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,66,69.7,0.9023,6,3408.9
852,2025-05-08,19,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,221,45.1,0.916,18,17640.8
853,2025-05-08,19,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,130,34.2,0.9598,5,13684.2
854,2025-05-08,19,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,237,23.4,0.9426,13,36461.5
855,2025-05-08,19,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,137,69.6,0.8242,24,7086.2
856,2025-05-08,19,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,155,38.8,0.916,13,14381.4
857,2025-05-08,19,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,164,61.1,0.8223,29,9662.8
858,2025-05-08,19,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,119,36.6,0.898,12,11704.9
859,2025-05-08,19,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,234,79.0,0.8579,33,10663.3
860,2025-05-08,19,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,169,56.6,0.9355,10,10749.1
861,2025-05-09,19,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,221,51.3,0.8984,22,15508.8
862,2025-05-09,19,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,246,39.7,0.9112,21,22307.3
863,2025-05-09,19,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,170,27.5,0.936,10,22254.5
864,2025-05-09,19,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,167,77.5,0.8417,26,7757.4
865,2025-05-09,19,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,168,47.3,0.9239,12,12786.5
866,2025-05-09,19,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,40,85.0,0.8027,7,1694.1
867,2025-05-09,19,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,178,58.0,0.7074,52,11048.3
868,2025-05-09,19,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,154,45.6,0.7586,37,12157.9
869,2025-05-09,19,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,148,37.5,0.8758,18,14208.0
870,2025-05-12,20,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,143,53.9,0.9582,5,9551.0
871,2025-05-12,20,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,229,28.5,0.924,17,28926.3
872,2025-05-12,20,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,209,52.4,0.9201,16,14358.8
873,2025-05-12,20,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,144,47.5,0.9083,13,10913.7
874,2025-05-12,20,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,220,73.2,0.8716,28,10819.7
875,2025-05-12,20,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,172,58.1,0.9064,16,10657.5
876,2025-05-12,20,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,95,109.1,0.8319,15,3134.7
877,2025-05-12,20,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,112,58.1,0.8378,18,6939.8
878,2025-05-12,20,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,148,55.6,0.8487,22,9582.7
879,2025-05-12,20,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,229,47.6,0.8876,25,17319.3
880,2025-05-12,20,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,167,40.9,0.8539,24,14699.3
881,2025-05-13,20,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,264,33.1,0.9046,25,28713.0
882,2025-05-13,20,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,190,44.0,0.8965,19,15545.5
883,2025-05-13,20,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,198,21.5,0.9605,7,33153.5
884,2025-05-13,20,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,201,39.5,0.9308,13,18319.0
885,2025-05-13,20,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,187,47.2,0.8737,23,14262.7
886,2025-05-13,20,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,199,58.9,0.8956,20,12163.0
887,2025-05-13,20,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,136,59.9,0.7595,32,8173.6
888,2025-05-13,20,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,138,43.8,0.8621,19,11342.5
889,2025-05-13,20,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,148,75.9,0.8409,23,7019.8
890,2025-05-14,20,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,173,52.2,0.9388,10,11931.0
891,2025-05-14,20,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,189,37.1,0.9578,7,18339.6
892,2025-05-14,20,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,193,44.4,0.8611,26,15648.6
893,2025-05-14,20,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,220,20.7,0.9429,12,38260.9
894,2025-05-14,20,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,160,52.2,0.8779,19,11034.5
895,2025-05-14,20,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,158,44.9,0.9134,13,12668.2
896,2025-05-14,20,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,181,71.4,0.7986,36,9126.1
897,2025-05-14,20,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,196,51.7,0.8493,29,13648.0
898,2025-05-14,20,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,120,91.8,0.7819,26,4705.9
899,2025-05-14,20,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,143,81.1,0.8849,16,6347.7
900,2025-05-14,20,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,77,60.7,0.9097,6,4566.7
901,2025-05-14,20,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,145,66.3,0.9507,7,7873.3
902,2025-05-15,20,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,240,50.6,0.9314,16,17075.1
903,2025-05-15,20,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,214,34.3,0.9195,17,22460.6
904,2025-05-15,20,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,256,24.4,0.98,5,37770.5
905,2025-05-15,20,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,187,35.6,0.9047,17,18910.1
906,2025-05-15,20,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,96,44.0,0.9354,6,7854.5
907,2025-05-15,20,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,149,47.8,0.9682,4,11221.8
908,2025-05-15,20,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,109,51.2,0.9089,9,7664.1
909,2025-05-15,20,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,208,53.3,0.8707,26,14048.8
910,2025-05-15,20,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,216,33.1,0.8606,30,23492.4
911,2025-05-15,20,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,179,112.5,0.8238,31,5728.0
912,2025-05-15,20,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,94,77.1,0.7981,18,4389.1
913,2025-05-16,20,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,199,51.1,0.9666,6,14019.6
914,2025-05-16,20,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,235,36.3,0.9439,13,23305.8
915,2025-05-16,20,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,211,52.2,0.8241,37,14551.7
916,2025-05-16,20,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,201,29.7,0.9055,19,24363.6
917,2025-05-16,20,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,183,45.2,0.9602,7,14575.2
918,2025-05-16,20,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,225,35.3,0.874,28,22946.2
919,2025-05-16,20,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,167,64.0,0.8678,22,9393.8
920,2025-05-16,20,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,143,37.8,0.9149,12,13619.0
921,2025-05-16,20,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,192,32.6,0.9358,12,21202.5
922,2025-05-16,20,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,104,95.3,0.8392,16,3928.6
923,2025-05-16,20,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,128,58.7,0.799,25,7850.1
924,2025-05-19,21,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,204,33.2,0.9076,18,22120.5
925,2025-05-19,21,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,204,41.7,0.8853,23,17611.5
926,2025-05-19,21,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,201,27.2,0.9328,13,26602.9
927,2025-05-19,21,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,167,42.8,0.935,10,14046.7
928,2025-05-19,21,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,147,58.0,0.8183,26,9124.1
929,2025-05-19,21,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,152,44.0,0.8592,21,12436.4
930,2025-05-19,21,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,78,86.8,0.8009,15,3235.0
931,2025-05-19,21,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,153,57.2,0.7952,31,9629.4
932,2025-05-19,21,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,92,52.9,0.7791,20,6260.9
933,2025-05-19,21,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,190,24.7,0.8856,21,27692.3
934,2025-05-20,21,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,219,50.3,0.98,4,15674.0
935,2025-05-20,21,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,220,29.2,0.9271,16,27123.3
936,2025-05-20,21,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,156,49.0,0.895,16,11461.2
937,2025-05-20,21,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,237,25.8,0.9365,15,33069.8
938,2025-05-20,21,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,147,60.7,0.8772,18,8718.3
939,2025-05-20,21,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,234,45.5,0.8993,23,18514.3
940,2025-05-20,21,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,182,70.8,0.7829,39,9254.2
941,2025-05-20,21,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,160,53.6,0.888,17,10746.3
942,2025-05-20,21,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,73,63.3,0.9222,5,4151.7
943,2025-05-20,21,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,179,52.5,0.8871,20,12274.3
944,2025-05-20,21,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,157,25.4,0.863,21,22252.0
945,2025-05-20,21,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,192,89.0,0.7754,43,7766.3
946,2025-05-20,21,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,118,76.1,0.9276,8,5582.1
947,2025-05-21,21,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,276,48.6,0.9089,25,20444.4
948,2025-05-21,21,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,164,41.6,0.915,13,14192.3
949,2025-05-21,21,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,216,43.9,0.8823,25,17713.0
950,2025-05-21,21,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,184,25.5,0.9438,10,25976.5
951,2025-05-21,21,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,150,53.5,0.8458,23,10093.5
952,2025-05-21,21,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,177,48.7,0.8795,21,13084.2
953,2025-05-21,21,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,144,65.8,0.9072,13,7878.4
954,2025-05-21,21,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,176,42.6,0.9094,15,14873.2
955,2025-05-21,21,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,85,100.5,0.8145,15,3044.8
956,2025-05-21,21,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,117,53.8,0.7668,27,7829.0
957,2025-05-21,21,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,151,68.0,0.7918,31,7994.1
958,2025-05-21,21,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,186,22.3,0.8766,22,30026.9
959,2025-05-21,21,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,128,81.4,0.7338,34,5660.9
960,2025-05-21,21,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,103,56.8,0.8188,18,6528.2
961,2025-05-22,21,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,142,38.8,0.9018,13,13175.3
962,2025-05-22,21,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,223,15.0,0.925,16,53520.0
963,2025-05-22,21,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,151,57.9,0.8746,18,9388.6
964,2025-05-22,21,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,145,65.6,0.6922,44,7957.3
965,2025-05-22,21,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,160,55.8,0.8605,22,10322.6
966,2025-05-22,21,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,307,22.3,0.949,15,49560.5
967,2025-05-22,21,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,118,56.7,0.8273,20,7492.1
968,2025-05-23,21,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,197,46.6,0.9299,13,15218.9
969,2025-05-23,21,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,164,53.2,0.9075,15,11097.7
970,2025-05-23,21,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,130,43.2,0.9403,7,10833.3
971,2025-05-23,21,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,151,41.9,0.8708,19,12973.7
972,2025-05-23,21,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,196,73.1,0.9339,12,9652.5
973,2025-05-23,21,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,122,100.3,0.7959,24,4378.9
974,2025-05-23,21,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,181,55.3,0.8647,24,11783.0
975,2025-05-23,21,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,122,52.5,0.8355,20,8365.7
976,2025-05-23,21,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,140,90.9,0.8029,27,5544.6
977,2025-05-23,21,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,193,65.1,0.8821,22,10672.8
978,2025-05-26,22,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,196,45.0,0.9487,10,15680.0
979,2025-05-26,22,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,236,41.6,0.9119,20,20423.1
980,2025-05-26,22,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,203,41.2,0.8882,22,17737.9
981,2025-05-26,22,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,239,26.2,0.9592,9,32839.7
982,2025-05-26,22,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,163,49.4,0.8441,25,11878.5
983,2025-05-26,22,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,172,15.1,0.8925,18,41006.6
984,2025-05-26,22,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,112,77.2,0.8911,12,5222.8
985,2025-05-26,22,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,186,59.0,0.852,27,11349.2
986,2025-05-26,22,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,199,103.5,0.7758,44,6921.7
987,2025-05-26,22,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,175,50.6,0.7705,40,12450.6
988,2025-05-26,22,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,105,46.9,0.7666,24,8059.7
989,2025-05-26,22,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,212,36.9,0.8941,22,20682.9
990,2025-05-26,22,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,107,70.5,0.8062,20,5463.8
991,2025-05-26,22,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,53,52.4,0.7479,13,3641.2
992,2025-05-27,22,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,269,54.0,0.9032,26,17933.3
993,2025-05-27,22,2025-05,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,247,45.2,0.9163,20,19672.6
994,2025-05-27,22,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,215,29.8,0.9782,4,25973.2
995,2025-05-27,22,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,195,49.1,0.8238,34,14297.4
996,2025-05-27,22,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,136,38.0,0.9037,13,12884.2
997,2025-05-27,22,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,130,66.1,0.9507,6,7080.2
998,2025-05-27,22,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,154,93.2,0.7773,34,5948.5
999,2025-05-27,22,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,91,64.8,0.8355,14,5055.6
1000,2025-05-27,22,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,80,57.3,0.8207,14,5026.2
1001,2025-05-27,22,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,103,32.1,0.8835,12,11551.4
1002,2025-05-27,22,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,205,99.0,0.6899,63,7454.5
1003,2025-05-28,22,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,224,41.7,0.9325,15,19338.1
1004,2025-05-28,22,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,195,33.7,0.9898,1,20830.9
1005,2025-05-28,22,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,171,21.5,0.9425,9,28632.6
1006,2025-05-28,22,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,206,34.6,0.7567,50,21433.5
1007,2025-05-28,22,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,154,51.2,0.938,9,10828.1
1008,2025-05-28,22,2025-05,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,111,59.0,0.8892,12,6772.9
1009,2025-05-28,22,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,55,48.6,0.8414,8,4074.1
1010,2025-05-28,22,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,147,86.2,0.7921,30,6139.2
1011,2025-05-28,22,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,30,45.4,0.8572,4,2378.9
1012,2025-05-29,22,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,180,49.7,0.9334,11,13038.2
1013,2025-05-29,22,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,199,35.1,0.9211,15,20410.3
1014,2025-05-29,22,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,203,31.6,0.9447,11,23126.6
1015,2025-05-29,22,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,149,48.6,0.9186,12,11037.0
1016,2025-05-29,22,2025-05,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,98,48.3,0.8865,11,7304.3
1017,2025-05-29,22,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,184,56.4,0.8351,30,11744.7
1018,2025-05-29,22,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,101,88.8,0.743,25,4094.6
1019,2025-05-29,22,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,230,32.1,0.8578,32,25794.4
1020,2025-05-29,22,2025-05,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,138,77.9,0.7663,32,6377.4
1021,2025-05-29,22,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,142,49.3,0.8244,24,10369.2
1022,2025-05-30,22,2025-05,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,194,41.8,0.9296,13,16708.1
1023,2025-05-30,22,2025-05,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,262,34.3,0.9368,16,27498.5
1024,2025-05-30,22,2025-05,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,230,22.2,0.98,4,37297.3
1025,2025-05-30,22,2025-05,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,177,59.9,0.8607,24,10637.7
1026,2025-05-30,22,2025-05,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,233,73.8,0.8621,32,11365.9
1027,2025-05-30,22,2025-05,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,178,44.8,0.938,11,14303.6
1028,2025-05-30,22,2025-05,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,135,68.7,0.723,37,7074.2
1029,2025-05-30,22,2025-05,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,122,57.0,0.8266,21,7705.3
